"","pointType","ID","xLocation","yLocation","minkoOrder","xSalience","ySalience","lossOrder"
"39","voter","V-39",0.392577747581527,0.499507615342736,2,1,1,2
"40","voter","V-40",0.731494197854772,0.800670784665272,2,1,1,2
"41","voter","V-41",0.145786910783499,0.391156040597707,2,1,1,2
"42","voter","V-42",0.899815717479214,0.401736386818811,2,1,1,2
"43","voter","V-43",0.0149004636332393,0.244299645302817,2,1,1,2
"44","voter","V-44",0.868839210830629,0.385374571429566,2,1,1,2
"45","voter","V-45",0.912015300709754,0.74927319958806,2,1,1,2
"46","voter","V-46",0.608134066918865,0.572802882641554,2,1,1,2
"47","voter","V-47",0.165825814241543,0.867841648869216,2,1,1,2
"48","voter","V-48",0.756519466871396,0.116843210533261,2,1,1,2
"49","voter","V-49",0.536724007921293,0.521016190527007,2,1,1,2
"50","voter","V-50",0.144240541616455,0.0355244278907776,2,1,1,2
"51","voter","V-51",0.0822470029816031,0.576239355839789,2,1,1,2
"52","voter","V-52",0.381849111290649,0.352477100677788,2,1,1,2
"53","voter","V-53",0.833658465184271,0.202260198071599,2,1,1,2
"54","voter","V-54",0.731904746498913,0.520129504846409,2,1,1,2
"55","voter","V-55",0.620015734108165,0.671161622740328,2,1,1,2
"56","voter","V-56",0.776753924088553,0.828769888030365,2,1,1,2
"57","voter","V-57",0.0626219741534442,0.210458105430007,2,1,1,2
"58","voter","V-58",0.893159275641665,0.477692460408434,2,1,1,2
"59","voter","V-59",0.589145044097677,0.0670892901252955,2,1,1,2
"60","voter","V-60",0.619250889401883,0.0861540948972106,2,1,1,2
"61","voter","V-61",0.565135148819536,0.641417677979916,2,1,1,2
"62","voter","V-62",0.987876748200506,0.125399791402742,2,1,1,2
"63","voter","V-63",0.109492807649076,0.225469779688865,2,1,1,2
"64","voter","V-64",0.293054790468886,0.77138106431812,2,1,1,2
"65","voter","V-65",0.274029659805819,0.328129363013431,2,1,1,2
"66","voter","V-66",0.901825780747458,0.677072902908549,2,1,1,2
"67","voter","V-67",0.901924984762445,0.861268026987091,2,1,1,2
"68","voter","V-68",0.0911456276662648,0.0971561227925122,2,1,1,2
"69","voter","V-69",0.504704093094915,0.724864637246355,2,1,1,2
"70","voter","V-70",0.136545622488484,0.842851174529642,2,1,1,2
"71","voter","V-71",0.334509260952473,0.286111967638135,2,1,1,2
"72","voter","V-72",0.326789373997599,0.523642213782296,2,1,1,2
"73","voter","V-73",0.344323412980884,0.502487557474524,2,1,1,2
"74","voter","V-74",0.867835931945592,0.21001491509378,2,1,1,2
"75","voter","V-75",0.0963626194279641,0.230174412019551,2,1,1,2
"76","voter","V-76",0.630404032301158,0.556283296318725,2,1,1,2
"77","voter","V-77",0.352637095376849,0.416415702784434,2,1,1,2
"78","voter","V-78",0.685803259722888,0.664652606472373,2,1,1,2
"79","voter","V-79",0.326969409827143,0.189527889247984,2,1,1,2
"80","voter","V-80",0.323928904021159,0.623866578796878,2,1,1,2
"81","voter","V-81",0.799694303655997,0.181630112230778,2,1,1,2
"82","voter","V-82",0.442401741398498,0.746105974772945,2,1,1,2
"83","voter","V-83",0.273222298827022,0.603204994928092,2,1,1,2
"84","voter","V-84",0.394910398870707,0.644883139524609,2,1,1,2
"85","voter","V-85",0.282972038490698,0.994832216296345,2,1,1,2
"86","voter","V-86",0.366552410647273,0.669487978564575,2,1,1,2
"87","voter","V-87",0.969184817513451,0.260748811298981,2,1,1,2
"88","voter","V-88",0.705885531147942,0.857317532645538,2,1,1,2
"89","voter","V-89",0.114993909839541,0.12653897725977,2,1,1,2
"90","voter","V-90",0.835240880027413,0.90264567383565,2,1,1,2
"91","voter","V-91",0.845351526280865,0.347007367759943,2,1,1,2
"92","voter","V-92",0.00276034884154797,0.959072874858975,2,1,1,2
"93","voter","V-93",0.905463548842818,0.0911451098509133,2,1,1,2
"94","voter","V-94",0.50045725912787,0.116372506134212,2,1,1,2
"95","voter","V-95",0.0181565631646663,0.143592474516481,2,1,1,2
"96","voter","V-96",0.993223547004163,0.126021957024932,2,1,1,2
"97","voter","V-97",0.436868645017967,0.687552271177992,2,1,1,2
"98","voter","V-98",0.616613259539008,0.302102355286479,2,1,1,2
"99","voter","V-99",0.841558598447591,0.273870899342,2,1,1,2
"100","voter","V-100",0.43917655874975,0.646167519269511,2,1,1,2
"101","voter","V-101",0.662456601159647,0.975435300962999,2,1,1,2
"102","voter","V-102",0.668152993544936,0.948222054634243,2,1,1,2
"103","voter","V-103",0.707038589287549,0.808353699976578,2,1,1,2
"104","voter","V-104",0.894947535824031,0.616195084294304,2,1,1,2
"105","voter","V-105",0.865145288174972,0.708225146401674,2,1,1,2
"106","voter","V-106",0.569657696643844,0.591409892775118,2,1,1,2
"107","voter","V-107",0.635830038459972,0.684414340415969,2,1,1,2
"108","voter","V-108",0.796693305950612,0.796185825718567,2,1,1,2
"109","voter","V-109",0.775085216388106,0.859150241594762,2,1,1,2
"110","voter","V-110",0.555039233062416,0.138518410734832,2,1,1,2
"111","voter","V-111",0.620799641357735,0.203443951904774,2,1,1,2
"112","voter","V-112",0.976043048547581,0.49017175892368,2,1,1,2
"113","voter","V-113",0.174032929819077,0.023462837561965,2,1,1,2
"114","voter","V-114",0.0408979817293584,0.917714453535154,2,1,1,2
"115","voter","V-115",0.0878396015614271,0.305826589232311,2,1,1,2
"116","voter","V-116",0.58593131811358,0.822110541863367,2,1,1,2
"117","voter","V-117",0.212331685703248,0.263830434298143,2,1,1,2
"118","voter","V-118",0.865217874757946,0.238085701828822,2,1,1,2
"119","voter","V-119",0.158907830249518,0.771164155099541,2,1,1,2
"120","voter","V-120",0.924082107609138,0.179700763896108,2,1,1,2
"121","voter","V-121",0.427875109715387,0.520632777828723,2,1,1,2
"122","voter","V-122",0.551479816669598,0.598354037618265,2,1,1,2
"123","voter","V-123",0.342226449400187,0.0409058639779687,2,1,1,2
"124","voter","V-124",0.446537813637406,0.319013414904475,2,1,1,2
"125","voter","V-125",0.539416293846443,0.824075664393604,2,1,1,2
"126","voter","V-126",0.828347804723307,0.0614406764507294,2,1,1,2
"127","voter","V-127",0.698631809325889,0.795221984852105,2,1,1,2
"128","voter","V-128",0.904792051529512,0.0365763057488948,2,1,1,2
"129","voter","V-129",0.415432158857584,0.963225497165695,2,1,1,2
"130","voter","V-130",0.488527736160904,0.871505918214098,2,1,1,2
"131","voter","V-131",0.100951009895653,0.407888554036617,2,1,1,2
"132","voter","V-132",0.816232531098649,0.775025492534041,2,1,1,2
"133","voter","V-133",0.688333273399621,0.199170480016619,2,1,1,2
"134","voter","V-134",0.398270838195458,0.0153529376257211,2,1,1,2
"135","voter","V-135",0.263113975059241,0.977574815973639,2,1,1,2
"136","voter","V-136",0.0822541117668152,0.886620402336121,2,1,1,2
"137","voter","V-137",0.758104867069051,0.782823368441314,2,1,1,2
"138","voter","V-138",0.661629305919632,0.757613330846652,2,1,1,2
"139","voter","V-139",0.253758069593459,0.0638250121846795,2,1,1,2
"140","voter","V-140",0.397090891376138,0.853404035326093,2,1,1,2
"141","voter","V-141",0.200496071716771,0.0345059810206294,2,1,1,2
"142","voter","V-142",0.923629178432748,0.873375807888806,2,1,1,2
"143","voter","V-143",0.452277088537812,0.788461391348392,2,1,1,2
"144","voter","V-144",0.349818621296436,0.845536977984011,2,1,1,2
"145","voter","V-145",0.126955182990059,0.990345885045826,2,1,1,2
"146","voter","V-146",0.692408263450488,0.465931411134079,2,1,1,2
"147","voter","V-147",0.240256778895855,0.844721623230726,2,1,1,2
"148","voter","V-148",0.225584418745711,0.957676161080599,2,1,1,2
"149","voter","V-149",0.427259831456468,0.324528028024361,2,1,1,2
"150","voter","V-150",0.432973164366558,0.0192200366873294,2,1,1,2
